episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
1780,1.0,-1.8983323767292426,-5.964555271231767,-8.706334524672696,-10.0,2.6666666666666665,1,0.0,False,True,0.29170059314299635,0,48.06927451701628,13120.812,prepare,0.0
1780,2.0,-1.8985742136794133,-5.964690639760878,-8.77375031288491,10.0,4.0,20,3.9668570685619367,False,True,0.2912463343927532,0,48.06927451701628,13120.867,in_progress,0.0
1780,3.0,-1.8910879681867578,-5.963668289183747,-8.282319788997073,10.0,2.6666666666666665,19,0.001,False,True,0.30631355144057076,0,48.06927451701628,13120.941,in_progress,0.0
1780,4.0,-1.8759635712269251,-5.963578793669161,-7.66393366901348,0.0,1.3333333333333333,9,0.001,False,True,0.3373807267717086,1,48.06927451701628,13121.016,in_progress,0.0
1780,5.0,-1.8460393194247948,-5.965239922491917,-7.126530300850101,-10.0,2.6666666666666665,1,0.001,False,True,0.39943172831896157,1,48.06927451701628,13121.079,in_progress,0.0
1780,6.0,-1.7980079891328502,-5.973221204441221,-7.617980060843055,3.333333333333332,2.6666666666666665,13,0.001,False,True,0.5007161667217452,1,48.06927451701628,13121.142,in_progress,0.0
1780,7.0,-1.7423806440865075,-5.98427934022236,-8.479850831058963,-10.0,2.6666666666666665,1,0.001,False,True,0.6185942629643736,1,48.06927451701628,13121.2,in_progress,0.0
1780,8.0,-1.671028938160289,-6.000060642249944,-9.728958569370922,10.0,1.3333333333333333,18,0.001,False,True,0.7703011441338576,1,48.06927451701628,13121.277,in_progress,0.0
1780,9.0,-1.5854146233984945,-6.014087754303686,-9.557009182558161,6.666666666666668,1.3333333333333333,15,0.001,False,True,0.950779235529834,2,48.06927451701628,13121.349,in_progress,0.0
1780,10.0,-1.5063480574556316,-6.014977573886227,-6.877979127380913,0.0,1.3333333333333333,9,0.001,False,True,1.1135321891113357,2,48.06927451701628,13121.409,in_progress,0.0
1780,11.0,-1.4088557089089975,-6.009495164227322,-3.254383715562698,10.0,1.3333333333333333,18,0.001,False,True,1.3117814259583054,2,48.06927451701628,13121.476,in_progress,0.0
1780,12.0,-1.331140633629896,-5.9972167462339865,0.43037516801384995,-6.666666666666668,2.6666666666666665,4,0.001,False,True,1.4672506900553461,2,48.06927451701628,13121.547,in_progress,0.0
1780,13.0,-1.2219328307463397,-5.979768622118684,3.952964490753047,-3.333333333333335,2.6666666666666665,7,1.9674092600948554,False,True,1.685656392573678,3,48.06927451701628,13121.62,in_progress,0.0
1780,14.0,-1.1166028102111754,-5.974367703523987,3.5058208814244183,-6.666666666666668,1.3333333333333333,3,0.001,False,True,1.8990786715287806,3,48.06927451701628,13121.68,in_progress,0.0
1780,15.0,-0.9890295119015085,-5.977800606102764,1.1976612273325273,-6.666666666666668,1.3333333333333333,3,0.001,False,True,2.1620126638136794,3,48.06927451701628,13121.744,in_progress,0.0
1780,16.0,-0.906324796941351,-5.98305736577907,-0.3255337135983074,-6.666666666666668,1.3333333333333333,3,0.001,False,True,2.3335113270082983,4,48.06927451701628,13121.81,in_progress,0.0
1780,17.0,-0.8069049018532698,-5.990600685355045,-1.8488772721991205,-3.333333333333335,4.0,8,1.8722331239203527,False,True,2.539728446468978,4,48.06927451701628,13121.877,in_progress,0.0
1780,18.0,-0.7014627530449522,-6.00510469693386,-4.2671640283546415,-10.0,1.3333333333333333,0,0.001,False,True,2.761047043606846,4,48.06927451701628,13121.943,in_progress,0.0
1780,19.0,-0.5990654520068706,-6.023022315588805,-6.463244318157916,6.666666666666668,4.0,17,1.691636066435041,False,True,2.9772996769743885,5,48.06927451701628,13122.013,in_progress,0.0
1780,20.0,-0.5013469632150008,-6.04229408258775,-8.215899693303356,-3.333333333333335,2.6666666666666665,7,3.4706625866606915,False,True,3.1839665282048304,5,48.06927451701628,13122.08,in_progress,0.0
1780,21.0,-0.3812740262075032,-6.052423523480277,-6.9522282247001135,6.666666666666668,2.6666666666666665,16,3.4563158765036555,False,True,3.4337553314086673,5,48.06927451701628,13122.144,in_progress,0.0
1780,22.0,-0.24632891783893804,-6.052088464009407,-3.4369748503660853,-10.0,4.0,2,1.6467571427655976,False,True,3.7103955251110867,6,48.06927451701628,13122.216,in_progress,0.0
1780,23.0,-0.11265119829462397,-6.047771866646503,-0.9491249880047977,-6.666666666666668,2.6666666666666665,4,3.5951809308050615,False,True,3.9804081537303846,6,48.06927451701628,13122.276,in_progress,0.0
1780,24.0,0.034333902667359625,-6.056278524822597,-2.144223086690624,-10.0,4.0,2,1.585876577607268,False,True,4.284613260114043,7,48.06927451701628,13122.343,in_progress,0.0
1780,25.0,0.20768043296992034,-6.077231164578171,-5.132796094456289,-10.0,1.3333333333333333,0,0.001,False,True,4.638432061898143,7,48.06927451701628,13122.412,in_progress,0.0
1780,26.0,0.36842482135025156,-6.114316240629366,-10.375562430549905,-10.0,1.3333333333333333,0,0.001,False,True,4.9814178456452485,8,48.06927451701628,13122.472,in_progress,0.0
1780,27.0,0.5084783907949092,-6.159832693845213,-15.083565856746528,-3.333333333333335,4.0,8,1.695952298582489,False,True,5.274877099382357,8,48.06927451701628,13122.544,in_progress,0.0
1780,28.0,0.6314993693352134,-6.207175643311587,-17.902484824789028,6.666666666666668,4.0,17,1.7687344605755775,False,True,5.545977514043439,9,48.06927451701628,13122.612,in_progress,0.0
1780,29.0,0.790674600258392,-6.260239532701297,-18.064196655029967,10.0,2.6666666666666665,19,3.3330761825421193,False,True,5.885299166910705,9,48.06927451701628,13122.676,in_progress,0.0
1780,30.0,0.9536010490453354,-6.300107949434406,-15.62833670426967,10.0,2.6666666666666665,19,3.4027405467107736,False,True,6.234238867164016,10,48.06927451701628,13122.748,in_progress,0.0
1780,31.0,1.141812042982053,-6.332459668747371,-11.957892162887507,10.0,2.6666666666666665,19,3.3225116221331192,False,True,6.624150210398881,11,48.06927451701628,13122.81,in_progress,0.0
1780,32.0,1.308099753104548,-6.349735481663121,-8.511135729478779,10.0,2.6666666666666665,19,3.276588732122021,False,True,6.9856353349957905,11,48.06927451701628,13122.88,in_progress,0.0
1780,33.0,1.4815465367168883,-6.358056235495661,-5.115874621079262,6.666666666666668,4.0,17,1.9111158999332747,False,True,7.3418574356370945,12,48.06927451701628,13122.941,in_progress,0.0
1780,34.0,1.6684396871948755,-6.354252549140066,-0.9338768631546553,10.0,2.6666666666666665,19,3.0056273304358685,False,True,7.8147736417221285,12,48.06927451701628,13123.012,in_progress,0.0
1780,35.0,1.858327399987027,-6.3374862031980275,3.681169932359546,-6.666666666666668,1.3333333333333333,3,2.0231925523411145,False,True,8.285479876428587,13,48.06927451701628,13123.083,in_progress,0.0
1780,36.0,2.0348782724857086,-6.318103380176988,6.772878304049086,10.0,1.3333333333333333,18,2.01911282169172,False,True,8.654681082619149,14,48.06927451701628,13123.143,in_progress,0.0
1780,37.0,2.197045446307403,-6.305605669882033,6.3928855422739295,10.0,2.6666666666666665,19,2.848599918830625,False,True,9.064391226478334,14,48.06927451701628,13123.21,in_progress,0.0
1780,38.0,2.3918876351482217,-6.281296309443274,6.964248748198088,10.0,2.6666666666666665,19,2.7828445926875514,False,True,9.547127654074982,15,48.06927451701628,13123.277,in_progress,0.0
1780,39.0,2.521167860493612,-6.256413921030338,8.755681447274494,10.0,4.0,20,1.6526273631043522,False,True,9.818989627955323,16,48.06927451701628,13123.345,in_progress,0.0
1780,40.0,2.6887449003888397,-6.213568425679056,12.068325726426863,3.333333333333332,2.6666666666666665,13,2.7017768670013975,False,True,10.245830599842899,16,48.06927451701628,13123.413,in_progress,0.0
1780,41.0,2.8756178040851834,-6.149130419384141,16.641105488624852,10.0,1.3333333333333333,18,1.7858505139357435,False,True,10.654523649176252,17,48.06927451701628,13123.483,in_progress,0.0
1780,42.0,3.0255572725692073,-6.082698834563867,21.717212504650206,6.666666666666668,4.0,17,1.5515134120535026,False,True,11.053576652549351,18,48.06927451701628,13123.533,in_progress,0.0
1780,43.0,3.2143793948690513,-5.98341923172381,27.029154003783955,0.0,2.6666666666666665,10,2.6232282417548056,False,True,11.536158892649514,18,48.06927451701628,13123.61,in_progress,0.0
1780,44.0,3.3471107464265017,-5.900353799592304,30.88425591182057,3.333333333333332,2.6666666666666665,13,2.6143482727602834,False,True,11.858955397695805,19,48.06927451701628,13123.676,in_progress,0.0
1780,45.0,3.488088680143437,-5.803342371928297,33.28122796679362,0.0,4.0,11,1.5120020233038074,False,True,12.228633209728201,19,48.06927451701628,13123.743,in_progress,0.0
