Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
412,20.0,0.0,0.0,671.0,12.0,92.0,15942.0,0.0,174.38551934366592,0.0,0.0,4154.68748664856,,,,,,,,,,,,,,,,,,,,,78.77835033121373,48.1069169982226,167.47268901854218,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,20.0,0.0,0.0,753.0,13.0,82.0,16024.0,0.0,98.24989025695199,0.0,0.0,4162.805916547775,,,,,,,,,,,,,,,,,,,,,42.51861045871113,28.058684735227054,95.04722282017683,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,20.0,0.0,0.0,786.0,14.0,33.0,16057.0,0.0,40.85195328159973,0.0,0.0,4166.292838573456,,,,,,,,,,,,,,,,,,,,,16.81658018194791,15.452971702495274,40.37772120027484,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,20.0,0.0,0.0,818.0,15.0,32.0,16089.0,0.0,39.66609555331105,0.0,0.0,4169.855941057205,,,,,,,,,,,,,,,,,,,,,17.222610925525082,12.40494661410875,39.19331944927337,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,20.0,0.0,0.0,857.0,16.0,39.0,16128.0,0.0,49.89784533461859,0.0,0.0,4173.648879528046,,,,,,,,,,,,,,,,,,,,,25.224287522191677,15.73763654622306,49.06013338908032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,20.0,0.0,0.0,923.0,17.0,66.0,16194.0,0.0,69.61572393473645,0.0,0.0,4180.489078998566,,,,,,,,,,,,,,,,,,,,,20.623332842473502,20.724636392612354,68.39129817217928,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,20.0,0.0,0.0,949.0,18.0,26.0,16220.0,0.0,39.46280311595397,0.0,0.0,4183.323641300201,,,,,,,,,,,,,,,,,,,,,16.410783759596377,12.647227931463966,39.11431224838899,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,20.0,0.0,0.0,1028.0,19.0,79.0,16299.0,0.0,107.45848046740012,0.0,0.0,4191.218404054642,,,,,,,,,,,,,,,,,,,,,57.990898787087104,33.64808015460711,103.08326290576878,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,20.0,0.0,0.0,1078.0,20.0,50.0,16349.0,0.0,72.9487321705805,0.0,0.0,4196.617188692093,,,,,,,,,,,,,,,,,,,,,34.417058379902095,23.405905550107885,71.37054897899439,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,21.0,0.0,0.0,25.0,1.0,25.0,16374.0,0.0,29.99536955709598,0.0,0.0,4369.671153306961,,,,,,,,,,,,,,,,,,,,,10.915538157269385,9.535885812219927,29.782015351852593,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,21.0,0.0,0.0,115.0,2.0,90.0,16464.0,0.0,121.39928173135873,0.0,0.0,4378.885834693909,,,,,,,,,,,,,,,,,,,,,52.64924654384922,36.23079898829432,116.89452169127301,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,21.0,0.0,0.0,156.0,3.0,41.0,16505.0,0.0,60.7941578290284,0.0,0.0,4383.060256719589,,,,,,,,,,,,,,,,,,,,,29.392182075260763,19.114948514441583,59.70843552656031,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,21.0,0.0,0.0,175.0,4.0,19.0,16524.0,0.0,22.31108353016376,0.0,0.0,4385.240396261215,,,,,,,,,,,,,,,,,,,,,9.224732619086826,7.640529169755257,22.18015173371681,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,21.0,0.0,0.0,206.0,5.0,31.0,16555.0,0.0,55.32088581973466,0.0,0.0,4388.645278215408,,,,,,,,,,,,,,,,,,,,,22.671897266578217,18.70790707088245,54.781238429826175,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,21.0,0.0,0.0,225.0,6.0,19.0,16574.0,0.0,24.624073434711867,0.0,0.0,4390.878357887268,,,,,,,,,,,,,,,,,,,,,11.631638020026173,8.248371769832449,24.451951763907424,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,21.0,0.0,0.0,255.0,7.0,30.0,16604.0,0.0,48.35164835381314,0.0,0.0,4394.198552370071,,,,,,,,,,,,,,,,,,,,,20.924344868091996,15.785269519353353,47.819509206674525,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,21.0,0.0,0.0,430.0,8.0,175.0,16779.0,0.0,248.9546088918328,0.0,0.0,4411.858756780624,,,,,,,,,,,,,,,,,,,,,124.63617008703628,62.725235523144924,227.59824802440207,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,21.0,0.0,0.0,506.0,9.0,76.0,16855.0,0.0,120.55566772432101,0.0,0.0,4419.547589302063,,,,,,,,,,,,,,,,,,,,,50.20315915512551,34.588330022653494,116.97405877201659,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,21.0,0.0,0.0,545.0,10.0,39.0,16894.0,0.0,51.603155470676434,0.0,0.0,4423.5219094753265,,,,,,,,,,,,,,,,,,,,,18.74933420410497,17.190005192085785,50.973828119126495,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,21.0,0.0,0.0,580.0,11.0,35.0,16929.0,0.0,48.71609523395647,0.0,0.0,4427.178923606873,,,,,,,,,,,,,,,,,,,,,22.99746279134492,17.70194824664263,48.05420453430295,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,21.0,0.0,0.0,669.0,12.0,89.0,17018.0,0.0,155.52958863564956,0.0,0.0,4436.382830142975,,,,,,,,,,,,,,,,,,,,,72.95879453192072,45.420241271407114,149.33477613981205,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,21.0,0.0,0.0,743.0,13.0,74.0,17092.0,0.0,84.68471137700784,0.0,0.0,4444.326558589935,,,,,,,,,,,,,,,,,,,,,43.243131414720146,24.683248943194876,81.64793387212899,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,21.0,0.0,0.0,763.0,14.0,20.0,17112.0,0.0,24.082954171564282,0.0,0.0,4446.466933250427,,,,,,,,,,,,,,,,,,,,,9.725360734635078,8.910891628632829,23.93629561179957,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,21.0,0.0,0.0,845.0,15.0,82.0,17194.0,0.0,111.93307939873381,0.0,0.0,4454.837765455246,,,,,,,,,,,,,,,,,,,,,54.866692839320486,34.076549009335494,107.64920133938686,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,21.0,0.0,0.0,926.0,16.0,81.0,17275.0,0.0,131.3028622537791,0.0,0.0,4463.340734958649,,,,,,,,,,,,,,,,,,,,,49.97391975940595,39.543778718445004,127.6365034808356,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,21.0,0.0,0.0,969.0,17.0,43.0,17318.0,0.0,66.79785072172525,0.0,0.0,4467.709097862244,,,,,,,,,,,,,,,,,,,,,27.31406393293897,23.239420775756383,65.75478979741386,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,21.0,0.0,0.0,1046.0,18.0,77.0,17395.0,0.0,109.79919197154179,0.0,0.0,4475.644877910614,,,,,,,,,,,,,,,,,,,,,48.21279785014124,28.768667003295057,106.2992988354529,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,21.0,0.0,0.0,1157.0,19.0,111.0,17506.0,0.0,161.06618967261096,0.0,0.0,4486.887247800827,,,,,,,,,,,,,,,,,,,,,69.97367757988611,49.45525785342535,153.60617019546433,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,21.0,0.0,0.0,1188.0,20.0,31.0,17537.0,0.0,38.29117334163803,0.0,0.0,4490.281877756119,,,,,,,,,,,,,,,,,,,,,16.287874810125103,11.632212666881548,37.86193523105103,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,22.0,0.0,0.0,56.0,1.0,56.0,17593.0,0.0,91.3983907005067,0.0,0.0,4685.068446397781,,,,,,,,,,,,,,,,,,,,,36.242750978155065,27.043927068972106,89.54780270333389,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,22.0,0.0,0.0,117.0,2.0,61.0,17654.0,0.0,88.69951262687009,0.0,0.0,4691.171141624451,,,,,,,,,,,,,,,,,,,,,37.20618331306069,26.377118393192507,86.68874369531694,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,22.0,0.0,0.0,162.0,3.0,45.0,17699.0,0.0,65.61204003207366,0.0,0.0,4695.90546298027,,,,,,,,,,,,,,,,,,,,,28.910714628200118,20.93953901900239,64.4398731802921,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,22.0,0.0,0.0,206.0,4.0,44.0,17743.0,0.0,56.61441406839074,0.0,0.0,4700.447879552841,,,,,,,,,,,,,,,,,,,,,30.67017015849416,17.96307153769732,55.37562245069594,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,22.0,0.0,0.0,255.0,5.0,49.0,17792.0,0.0,86.51715239341294,0.0,0.0,4705.249536514282,,,,,,,,,,,,,,,,,,,,,35.82788500580727,25.18967370948278,84.93136382441344,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,22.0,0.0,0.0,277.0,6.0,22.0,17814.0,0.0,25.02258080036947,0.0,0.0,4707.628756523132,,,,,,,,,,,,,,,,,,,,,11.02874698448952,8.860095069764993,24.829582702533067,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,22.0,0.0,0.0,323.0,7.0,46.0,17860.0,0.0,83.62155756110587,0.0,0.0,4712.611677408218,,,,,,,,,,,,,,,,,,,,,37.467046178134844,26.574499174277605,82.06211560600806,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,22.0,0.0,0.0,540.0,8.0,217.0,18077.0,0.0,357.49867927781537,0.0,0.0,4734.429665327072,,,,,,,,,,,,,,,,,,,,,160.3011593773085,96.28860530463365,323.3597237807778,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,22.0,0.0,0.0,598.0,9.0,58.0,18135.0,0.0,77.72616664932649,0.0,0.0,4740.360026597977,,,,,,,,,,,,,,,,,,,,,28.942322873173936,23.12099706961936,76.19983539363422,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,22.0,0.0,0.0,663.0,10.0,65.0,18200.0,0.0,75.06009968851315,0.0,0.0,4746.9456169605255,,,,,,,,,,,,,,,,,,,,,29.121612562780196,22.435643535709648,73.31374905629593,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,22.0,0.0,0.0,730.0,11.0,67.0,18267.0,0.0,99.25788302872479,0.0,0.0,4753.663412809372,,,,,,,,,,,,,,,,,,,,,55.09582869277541,30.090286849528294,95.7578825134532,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,22.0,0.0,0.0,774.0,12.0,44.0,18311.0,0.0,52.8017214642718,0.0,0.0,4758.566300392151,,,,,,,,,,,,,,,,,,,,,27.378702687505914,17.713723465790647,51.95467198342507,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,22.0,0.0,0.0,832.0,13.0,58.0,18369.0,0.0,95.92387625217631,0.0,0.0,4764.505303621292,,,,,,,,,,,,,,,,,,,,,45.93649429770345,29.256066111567552,93.53889775201111,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,22.0,0.0,0.0,904.0,14.0,72.0,18441.0,0.0,126.62793555885085,0.0,0.0,4771.751349449158,,,,,,,,,,,,,,,,,,,,,58.23881203397241,38.16879270835733,122.67997836916473,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,22.0,0.0,0.0,1056.0,15.0,152.0,18593.0,0.0,233.87226137107237,0.0,0.0,4786.5846700668335,,,,,,,,,,,,,,,,,,,,,107.73108102233986,61.345725876229146,217.9327846922766,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,22.0,0.0,0.0,1124.0,16.0,68.0,18661.0,0.0,132.43007402599858,0.0,0.0,4793.455458641052,,,,,,,,,,,,,,,,,,,,,54.429490874392535,42.911912313618835,128.98671308599876,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,22.0,0.0,0.0,1165.0,17.0,41.0,18702.0,0.0,66.69196424057044,0.0,0.0,4797.813637018204,,,,,,,,,,,,,,,,,,,,,32.75570808301278,21.760761731204653,65.4798744782489,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,22.0,0.0,0.0,1212.0,18.0,47.0,18749.0,0.0,66.09597304390284,0.0,0.0,4802.7644600868225,,,,,,,,,,,,,,,,,,,,,25.43563759314291,21.768596441326174,65.0304940346003,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,22.0,0.0,0.0,1310.0,19.0,98.0,18847.0,0.0,140.49594844861412,0.0,0.0,4812.476845264435,,,,,,,,,,,,,,,,,,,,,63.975666948201976,40.640617969349286,134.49518897044223,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,22.0,0.0,0.0,1341.0,20.0,31.0,18878.0,0.0,21.94316601863474,0.0,0.0,4815.668783426285,,,,,,,,,,,,,,,,,,,,,7.4706473972585306,7.02042535860212,21.755064322901195,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,23.0,0.0,0.0,56.0,1.0,56.0,18934.0,0.0,100.90934078940168,0.0,0.0,5032.173498630524,,,,,,,,,,,,,,,,,,,,,45.008017816883,30.995812847633296,98.58596513596306,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,23.0,0.0,0.0,99.0,2.0,43.0,18977.0,0.0,62.900608940128784,0.0,0.0,5036.554612398148,,,,,,,,,,,,,,,,,,,,,27.03664562984153,20.818317692003085,61.86169470576243,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,23.0,0.0,0.0,133.0,3.0,34.0,19011.0,0.0,42.00523850611507,0.0,0.0,5040.242416858673,,,,,,,,,,,,,,,,,,,,,18.351001767708258,13.517579049865544,41.46419136455076,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,23.0,0.0,0.0,166.0,4.0,33.0,19044.0,0.0,35.74529022978385,0.0,0.0,5043.737153768539,,,,,,,,,,,,,,,,,,,,,16.03022757721152,11.11536469448682,35.28683109509499,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,23.0,0.0,0.0,194.0,5.0,28.0,19072.0,0.0,37.54025209431969,0.0,0.0,5046.749047756195,,,,,,,,,,,,,,,,,,,,,11.36819168638098,12.848512875261617,37.29649842745752,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,23.0,0.0,0.0,266.0,6.0,72.0,19144.0,0.0,138.2329249534947,0.0,0.0,5054.0928819179535,,,,,,,,,,,,,,,,,,,,,67.11776463825478,42.33012492617858,133.66764752694667,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,23.0,0.0,0.0,498.0,7.0,232.0,19376.0,0.0,435.38929704947714,0.0,0.0,5077.140112161636,,,,,,,,,,,,,,,,,,,,,194.9825968760971,114.33421255901547,390.9348132659423,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,23.0,0.0,0.0,556.0,8.0,58.0,19434.0,0.0,98.06157703807257,0.0,0.0,5082.733807325363,,,,,,,,,,,,,,,,,,,,,44.79340554143546,32.533090632954945,95.6547734087133,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,23.0,0.0,0.0,595.0,9.0,39.0,19473.0,0.0,65.3297877667017,0.0,0.0,5086.83128285408,,,,,,,,,,,,,,,,,,,,,26.088059420966246,22.13142486064238,64.44117135081429,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,23.0,0.0,0.0,628.0,10.0,33.0,19506.0,0.0,42.72814815251464,0.0,0.0,5090.536532640457,,,,,,,,,,,,,,,,,,,,,15.665100984323345,14.030615355228164,42.295749022327655,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,23.0,0.0,0.0,675.0,11.0,47.0,19553.0,0.0,47.9165879480086,0.0,0.0,5095.312977552414,,,,,,,,,,,,,,,,,,,,,23.71602781117041,15.983596810506153,46.89567910341131,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,23.0,0.0,0.0,705.0,12.0,30.0,19583.0,0.0,42.816938969565456,0.0,0.0,5098.508852720261,,,,,,,,,,,,,,,,,,,,,20.6925359217473,14.365712121946427,42.28068197518144,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,23.0,0.0,0.0,764.0,13.0,59.0,19642.0,0.0,86.64166300477424,0.0,0.0,5104.6777193546295,,,,,,,,,,,,,,,,,,,,,38.557216868750686,26.16178787479463,84.53577422218808,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,23.0,0.0,0.0,851.0,14.0,87.0,19729.0,0.0,149.29118331560443,0.0,0.0,5113.438366889954,,,,,,,,,,,,,,,,,,,,,61.72926545795166,46.384282533686616,144.20901103381902,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,23.0,0.0,0.0,890.0,15.0,39.0,19768.0,0.0,52.26106914602924,0.0,0.0,5117.560975551605,,,,,,,,,,,,,,,,,,,,,21.73187603444256,16.395546595587422,51.5165074791368,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,23.0,0.0,0.0,915.0,16.0,25.0,19793.0,0.0,38.000490745290286,0.0,0.0,5120.116828203201,,,,,,,,,,,,,,,,,,,,,16.400154408678205,12.064091523529497,37.66578078085425,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,23.0,0.0,0.0,962.0,17.0,47.0,19840.0,0.0,88.20142790470466,0.0,0.0,5124.981731176376,,,,,,,,,,,,,,,,,,,,,34.02014224921842,26.04189726729996,86.77594633571645,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,23.0,0.0,0.0,1005.0,18.0,43.0,19883.0,0.0,69.55022251358479,0.0,0.0,5129.389271020889,,,,,,,,,,,,,,,,,,,,,32.69204071263518,22.330628188477963,68.28095839878065,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,23.0,0.0,0.0,1030.0,19.0,25.0,19908.0,0.0,34.55443002003108,0.0,0.0,5132.2704565525055,,,,,,,,,,,,,,,,,,,,,14.966224680744613,11.90903186249348,34.248737629533906,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,23.0,0.0,0.0,1118.0,20.0,88.0,19996.0,0.0,125.11659509428682,0.0,0.0,5141.020792007446,,,,,,,,,,,,,,,,,,,,,64.75215078701554,37.09877480341309,120.1334207289745,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,24.0,0.0,0.0,48.0,1.0,48.0,20044.0,0.0,66.74237147412077,0.0,0.0,5330.708423614502,,,,,,,,,,,,,,,,,,,,,36.28053322170975,23.607160632060037,65.19529825253684,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,24.0,0.0,0.0,66.0,2.0,18.0,20062.0,0.0,35.552323691202986,0.0,0.0,5332.906577348709,,,,,,,,,,,,,,,,,,,,,15.351878019137805,12.636346007130031,35.34664783588245,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,24.0,0.0,0.0,128.0,3.0,62.0,20124.0,0.0,75.90753489407444,0.0,0.0,5339.329624414444,,,,,,,,,,,,,,,,,,,,,32.11092436164076,23.53642664419242,74.06471294482935,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,24.0,0.0,0.0,174.0,4.0,46.0,20170.0,0.0,63.26840948587836,0.0,0.0,5344.094351053238,,,,,,,,,,,,,,,,,,,,,31.753949775818825,20.200531618258083,61.931528922506786,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,24.0,0.0,0.0,197.0,5.0,23.0,20193.0,0.0,26.120792018792255,0.0,0.0,5346.6561732292175,,,,,,,,,,,,,,,,,,,,,9.141085761946716,9.835082464691407,25.987433409182227,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,24.0,0.0,0.0,221.0,6.0,24.0,20217.0,0.0,28.37390234894968,0.0,0.0,5349.3072056770325,,,,,,,,,,,,,,,,,,,,,12.613160260634315,9.751107488351103,28.127413201684625,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,24.0,0.0,0.0,310.0,7.0,89.0,20306.0,0.0,179.74104643425397,0.0,0.0,5358.1183297634125,,,,,,,,,,,,,,,,,,,,,84.04984587477412,52.83272234138471,172.60564884343714,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,24.0,0.0,0.0,389.0,8.0,79.0,20385.0,0.0,121.36545488481156,0.0,0.0,5366.0184099674225,,,,,,,,,,,,,,,,,,,,,56.02004370819284,36.58556675450797,117.17410246268716,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,24.0,0.0,0.0,454.0,9.0,65.0,20450.0,0.0,98.91526938148365,0.0,0.0,5372.8539497852325,,,,,,,,,,,,,,,,,,,,,37.610956069324025,31.623075303536567,96.66378814948828,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,24.0,0.0,0.0,486.0,10.0,32.0,20482.0,0.0,41.032635362241436,0.0,0.0,5376.135647535324,,,,,,,,,,,,,,,,,,,,,15.162153053736784,13.524241767736402,40.62866316218309,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,24.0,0.0,0.0,538.0,11.0,52.0,20534.0,0.0,96.59088001017751,0.0,0.0,5381.6692407131195,,,,,,,,,,,,,,,,,,,,,45.87738293014205,31.18446647651953,94.48743704010674,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,24.0,0.0,0.0,604.0,12.0,66.0,20600.0,0.0,85.82598214814668,0.0,0.0,5388.539624929428,,,,,,,,,,,,,,,,,,,,,43.57544802140016,26.817676676286958,83.28063074697789,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,24.0,0.0,0.0,734.0,13.0,130.0,20730.0,0.0,168.56022060433978,0.0,0.0,5401.618987321854,,,,,,,,,,,,,,,,,,,,,74.1182119826557,49.17771652988458,159.24318016374167,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,24.0,0.0,0.0,870.0,14.0,136.0,20866.0,0.0,236.84119960243447,0.0,0.0,5415.65451669693,,,,,,,,,,,,,,,,,,,,,101.9009205456362,67.96884478964682,223.42930959811451,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,24.0,0.0,0.0,933.0,15.0,63.0,20929.0,0.0,93.40613674504121,0.0,0.0,5421.877457618713,,,,,,,,,,,,,,,,,,,,,42.09693585543559,30.82207417472179,90.93581047128075,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,24.0,0.0,0.0,984.0,16.0,51.0,20980.0,0.0,89.7280415092899,0.0,0.0,5427.122842311859,,,,,,,,,,,,,,,,,,,,,37.53692641980219,27.048004359023576,87.98954937107273,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,24.0,0.0,0.0,1045.0,17.0,61.0,21041.0,0.0,83.90164657067602,0.0,0.0,5433.200108289719,,,,,,,,,,,,,,,,,,,,,33.7484589409802,29.281161885021852,82.08801042360368,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,24.0,0.0,0.0,1108.0,18.0,63.0,21104.0,0.0,80.1388369223398,0.0,0.0,5439.507883310318,,,,,,,,,,,,,,,,,,,,,35.360107146116135,25.284084025813478,78.06720651796378,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,24.0,0.0,0.0,1190.0,19.0,82.0,21186.0,0.0,141.2117926530499,0.0,0.0,5447.912336111069,,,,,,,,,,,,,,,,,,,,,67.40097048654378,43.076065161322006,135.95669049745774,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,24.0,0.0,0.0,1238.0,20.0,48.0,21234.0,0.0,67.83444624526648,0.0,0.0,5452.849517822266,,,,,,,,,,,,,,,,,,,,,32.957545226774656,21.25015646738773,66.38518806532385,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,25.0,0.0,0.0,30.0,1.0,30.0,21264.0,0.0,39.96952655099945,0.0,0.0,5656.888087749481,,,,,,,,,,,,,,,,,,,,,17.536969127016505,12.645550886180771,39.52242280036692,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,25.0,0.0,0.0,82.0,2.0,52.0,21316.0,0.0,73.79221124820593,0.0,0.0,5662.222499132156,,,,,,,,,,,,,,,,,,,,,34.911293406556034,23.149495527628716,72.12099385778674,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,25.0,0.0,0.0,132.0,3.0,50.0,21366.0,0.0,76.65409004343891,0.0,0.0,5667.542651891708,,,,,,,,,,,,,,,,,,,,,32.56321238810685,24.9461718691171,75.17620666114915,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
