Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
845,42.0,0.0,0.0,236.0,5.0,34.0,40693.0,0.0,52.48086960726441,0.0,0.0,10838.207427740097,,,,,,,,,,,,,,,,,,,,,22.654816607092346,16.30184864108313,51.81418239322734,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,42.0,0.0,0.0,279.0,6.0,43.0,40736.0,0.0,47.694907353949844,0.0,0.0,10842.854093790054,,,,,,,,,,,,,,,,,,,,,16.094150888904558,17.331055874894457,47.09700578028178,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,42.0,0.0,0.0,327.0,7.0,48.0,40784.0,0.0,75.00118892097608,0.0,0.0,10848.099702358246,,,,,,,,,,,,,,,,,,,,,29.88869565694152,24.884135927367254,73.71388558673074,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,42.0,0.0,0.0,405.0,8.0,78.0,40862.0,0.0,125.9658135322738,0.0,0.0,10856.033635616302,,,,,,,,,,,,,,,,,,,,,57.483299731919196,36.884978294289624,121.72544531837546,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,42.0,0.0,0.0,431.0,9.0,26.0,40888.0,0.0,43.081962671765886,0.0,0.0,10859.083906888962,,,,,,,,,,,,,,,,,,,,,16.80823879797017,14.982896622906448,42.73036646558338,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,42.0,0.0,0.0,468.0,10.0,37.0,40925.0,0.0,64.1150927901208,0.0,0.0,10862.900537490845,,,,,,,,,,,,,,,,,,,,,28.219852503190285,19.12063835924302,63.19728962947206,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,42.0,0.0,0.0,551.0,11.0,83.0,41008.0,0.0,112.57617439309799,0.0,0.0,10871.34723520279,,,,,,,,,,,,,,,,,,,,,46.545510288512766,34.84018458564414,108.93064940731655,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,42.0,0.0,0.0,583.0,12.0,32.0,41040.0,0.0,26.350774387967576,0.0,0.0,10874.606184005737,,,,,,,,,,,,,,,,,,,,,13.54738010470725,8.312301115518792,26.019183945346377,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,42.0,0.0,0.0,614.0,13.0,31.0,41071.0,0.0,30.871467021406033,0.0,0.0,10877.96212720871,,,,,,,,,,,,,,,,,,,,,13.36033190681423,10.13375020904668,30.51830281963123,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,42.0,0.0,0.0,687.0,14.0,73.0,41144.0,0.0,149.7084869466812,0.0,0.0,10885.345126628876,,,,,,,,,,,,,,,,,,,,,64.7897784342008,47.4317822728169,145.26922630436695,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,42.0,0.0,0.0,841.0,15.0,154.0,41298.0,0.0,234.49838964550997,0.0,0.0,10900.526844024658,,,,,,,,,,,,,,,,,,,,,119.27008743163995,65.4974050784107,216.56370703139314,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,42.0,0.0,0.0,898.0,16.0,57.0,41355.0,0.0,87.01982128772116,0.0,0.0,10906.276507139206,,,,,,,,,,,,,,,,,,,,,35.21750654648746,28.193494178380124,85.18270363914597,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,42.0,0.0,0.0,925.0,17.0,27.0,41382.0,0.0,33.09767097636718,0.0,0.0,10909.395240783691,,,,,,,,,,,,,,,,,,,,,12.551111494030676,11.395348679975337,32.824406955532474,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,42.0,0.0,0.0,979.0,18.0,54.0,41436.0,0.0,91.3566717180893,0.0,0.0,10914.713585615158,,,,,,,,,,,,,,,,,,,,,41.55526902481315,26.749497300014585,89.37955981990923,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,42.0,0.0,0.0,1019.0,19.0,40.0,41476.0,0.0,53.0327131452534,0.0,0.0,10919.004897356033,,,,,,,,,,,,,,,,,,,,,18.216105537750643,16.82416530000583,52.40883418327579,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,42.0,0.0,0.0,1075.0,20.0,56.0,41532.0,0.0,90.23864013439271,0.0,0.0,10924.464418888092,,,,,,,,,,,,,,,,,,,,,46.41412067046061,30.620282189614475,87.8149915449452,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,43.0,0.0,0.0,42.0,1.0,42.0,41574.0,0.0,74.90679094438164,0.0,0.0,11105.505191087723,,,,,,,,,,,,,,,,,,,,,31.93993811456108,25.580030841532235,73.85830892075994,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,43.0,0.0,0.0,92.0,2.0,50.0,41624.0,0.0,96.62330501862911,0.0,0.0,11110.875487089157,,,,,,,,,,,,,,,,,,,,,41.647784896695185,29.064503144544087,94.73028160672617,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,43.0,0.0,0.0,121.0,3.0,29.0,41653.0,0.0,32.82507077079137,0.0,0.0,11114.068998336792,,,,,,,,,,,,,,,,,,,,,12.775032643084298,11.002064553060197,32.51960150755554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,43.0,0.0,0.0,171.0,4.0,50.0,41703.0,0.0,69.89324712593682,0.0,0.0,11119.217976093292,,,,,,,,,,,,,,,,,,,,,35.12426436971488,21.241760686402603,68.27351265925691,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,43.0,0.0,0.0,194.0,5.0,23.0,41726.0,0.0,20.515049522721167,0.0,0.0,11121.879226446152,,,,,,,,,,,,,,,,,,,,,6.203145408566587,7.287595563525898,20.413183131403805,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,43.0,0.0,0.0,242.0,6.0,48.0,41774.0,0.0,57.42118049089318,0.0,0.0,11126.950376749039,,,,,,,,,,,,,,,,,,,,,22.29248477978558,20.678252218374627,56.464012783016756,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,43.0,0.0,0.0,346.0,7.0,104.0,41878.0,0.0,195.86082179116312,0.0,0.0,11137.497953653336,,,,,,,,,,,,,,,,,,,,,87.52786868401542,57.162168950587905,187.13200031665858,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,43.0,0.0,0.0,430.0,8.0,84.0,41962.0,0.0,139.4584421165395,0.0,0.0,11145.884987354279,,,,,,,,,,,,,,,,,,,,,58.58473942275573,44.790693480777605,134.8068028038328,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,43.0,0.0,0.0,643.0,9.0,213.0,42175.0,0.0,351.1918209020917,0.0,0.0,11167.452579259872,,,,,,,,,,,,,,,,,,,,,157.11202665957657,89.87087127574135,318.36336759542553,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,43.0,0.0,0.0,683.0,10.0,40.0,42215.0,0.0,61.586755118921744,0.0,0.0,11171.424008846283,,,,,,,,,,,,,,,,,,,,,24.625307462958016,18.197772429736414,60.72312835398309,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,43.0,0.0,0.0,763.0,11.0,80.0,42295.0,0.0,130.46351048323564,0.0,0.0,11179.714596748352,,,,,,,,,,,,,,,,,,,,,62.27529904094026,39.282510382625446,125.73282648009406,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,43.0,0.0,0.0,790.0,12.0,27.0,42322.0,0.0,22.084902662428995,0.0,0.0,11182.808409929276,,,,,,,,,,,,,,,,,,,,,10.606766909136622,6.7550460162757915,21.863045524181313,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,43.0,0.0,0.0,810.0,13.0,20.0,42342.0,0.0,25.47600174966037,0.0,0.0,11185.173169851303,,,,,,,,,,,,,,,,,,,,,11.34372417095027,9.304732585252118,25.299701369278548,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,43.0,0.0,0.0,947.0,14.0,137.0,42479.0,0.0,224.16111365800236,0.0,0.0,11199.015657424927,,,,,,,,,,,,,,,,,,,,,103.56238753208396,63.72433862027867,210.39364345938208,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,43.0,0.0,0.0,1151.0,15.0,204.0,42683.0,0.0,307.2584597520361,0.0,0.0,11219.07925081253,,,,,,,,,,,,,,,,,,,,,145.24510636931555,83.46878936031297,278.73975072778404,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,43.0,0.0,0.0,1320.0,16.0,169.0,42852.0,0.0,297.4697403167496,0.0,0.0,11235.731194972992,,,,,,,,,,,,,,,,,,,,,134.6920428140961,79.8341193900987,275.2570238718875,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,43.0,0.0,0.0,1342.0,17.0,22.0,42874.0,0.0,39.11735148544146,0.0,0.0,11238.148783683777,,,,,,,,,,,,,,,,,,,,,16.792438744214046,12.87699666434952,38.82553006767402,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,43.0,0.0,0.0,1428.0,18.0,86.0,42960.0,0.0,127.86464389557011,0.0,0.0,11246.78191280365,,,,,,,,,,,,,,,,,,,,,51.9369170062552,40.72845397601811,123.64523585951521,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,43.0,0.0,0.0,1518.0,19.0,90.0,43050.0,0.0,136.74535208106028,0.0,0.0,11255.929562807083,,,,,,,,,,,,,,,,,,,,,69.64096436059755,40.73401777195248,130.7390125747434,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,43.0,0.0,0.0,1598.0,20.0,80.0,43130.0,0.0,134.6319011236084,0.0,0.0,11264.039687633514,,,,,,,,,,,,,,,,,,,,,61.920172157543355,41.18678396175134,129.9380334799313,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,44.0,0.0,0.0,53.0,1.0,53.0,43183.0,0.0,71.36266097439035,0.0,0.0,11525.591002702713,,,,,,,,,,,,,,,,,,,,,36.73144978651714,21.64987043381816,69.55493444966979,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,44.0,0.0,0.0,79.0,2.0,26.0,43209.0,0.0,37.976067419839985,0.0,0.0,11528.577573537827,,,,,,,,,,,,,,,,,,,,,11.927312713835313,12.956985022006652,37.7414023525831,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,44.0,0.0,0.0,144.0,3.0,65.0,43274.0,0.0,104.31069099027465,0.0,0.0,11535.316487789154,,,,,,,,,,,,,,,,,,,,,50.16219078311504,30.928589179235303,101.25255244170313,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,44.0,0.0,0.0,226.0,4.0,82.0,43356.0,0.0,150.06645303937253,0.0,0.0,11544.016525506973,,,,,,,,,,,,,,,,,,,,,75.08556576568695,46.373136378665826,144.19768782454747,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,44.0,0.0,0.0,267.0,5.0,41.0,43397.0,0.0,76.06095444961146,0.0,0.0,11548.29065823555,,,,,,,,,,,,,,,,,,,,,32.56189460092178,23.722047568293654,74.87559308154366,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,44.0,0.0,0.0,349.0,6.0,82.0,43479.0,0.0,158.06987523606603,0.0,0.0,11556.660593986511,,,,,,,,,,,,,,,,,,,,,75.4089515440668,48.018659757131466,152.19057015920083,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,44.0,0.0,0.0,520.0,7.0,171.0,43650.0,0.0,295.4461444775447,0.0,0.0,11573.758862018585,,,,,,,,,,,,,,,,,,,,,131.4458977202704,79.61532759355732,273.5156537592429,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,44.0,0.0,0.0,654.0,8.0,134.0,43784.0,0.0,207.83543516406053,0.0,0.0,11587.228796243668,,,,,,,,,,,,,,,,,,,,,95.49072653262317,56.543656147767564,195.43034306447476,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,44.0,0.0,0.0,693.0,9.0,39.0,43823.0,0.0,77.69425029259254,0.0,0.0,11591.584517478943,,,,,,,,,,,,,,,,,,,,,35.841162701459666,24.93122784803775,76.44926703203262,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,44.0,0.0,0.0,754.0,10.0,61.0,43884.0,0.0,94.08037556095097,0.0,0.0,11597.801006555557,,,,,,,,,,,,,,,,,,,,,38.687575193593425,30.02458575815132,91.90414986973128,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,44.0,0.0,0.0,804.0,11.0,50.0,43934.0,0.0,78.07053929955639,0.0,0.0,11603.127125501633,,,,,,,,,,,,,,,,,,,,,38.426552773762495,26.438499619974397,76.30173883680301,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,44.0,0.0,0.0,857.0,12.0,53.0,43987.0,0.0,56.487412231798245,0.0,0.0,11608.400795936584,,,,,,,,,,,,,,,,,,,,,26.039023974581784,20.412798014607965,55.38070321371708,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,44.0,0.0,0.0,969.0,13.0,112.0,44099.0,0.0,181.27579246090409,0.0,0.0,11619.27275967598,,,,,,,,,,,,,,,,,,,,,81.35073010798374,53.71182657351814,172.50935689323939,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,44.0,0.0,0.0,1078.0,14.0,109.0,44208.0,0.0,168.87131698427484,0.0,0.0,11630.560775279999,,,,,,,,,,,,,,,,,,,,,75.0534076785619,50.17850921771891,161.01235925345918,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,44.0,0.0,0.0,1195.0,15.0,117.0,44325.0,0.0,151.48525804185883,0.0,0.0,11641.991158485413,,,,,,,,,,,,,,,,,,,,,72.49361726782372,47.718642877242246,143.28994141441072,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,44.0,0.0,0.0,1266.0,16.0,71.0,44396.0,0.0,107.13641678636192,0.0,0.0,11649.259945869446,,,,,,,,,,,,,,,,,,,,,46.138192592079534,32.86186612384527,104.171810130457,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,44.0,0.0,0.0,1417.0,17.0,151.0,44547.0,0.0,261.1800217542968,0.0,0.0,11664.087794303894,,,,,,,,,,,,,,,,,,,,,112.06982690940221,71.5027139820376,244.9907173147602,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,44.0,0.0,0.0,1439.0,18.0,22.0,44569.0,0.0,29.343222704144022,0.0,0.0,11666.54835486412,,,,,,,,,,,,,,,,,,,,,10.995229944216184,9.836465132007909,29.159617721195936,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,44.0,0.0,0.0,1517.0,19.0,78.0,44647.0,0.0,76.61382110666959,0.0,0.0,11674.599556207657,,,,,,,,,,,,,,,,,,,,,31.498736560209345,21.760154039712226,74.30545626204106,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,44.0,0.0,0.0,1589.0,20.0,72.0,44719.0,0.0,106.7055754817707,0.0,0.0,11681.979139566422,,,,,,,,,,,,,,,,,,,,,57.27493761575714,33.30554832548124,102.78725168956362,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,45.0,0.0,0.0,30.0,1.0,30.0,44749.0,0.0,40.56435694501016,0.0,0.0,11943.134340763092,,,,,,,,,,,,,,,,,,,,,23.401190943533486,13.663106959315325,40.05922614556754,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,45.0,0.0,0.0,112.0,2.0,82.0,44831.0,0.0,138.23704285113942,0.0,0.0,11951.34174656868,,,,,,,,,,,,,,,,,,,,,63.20703832010037,40.05499102339283,133.32057353538838,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,45.0,0.0,0.0,172.0,3.0,60.0,44891.0,0.0,70.78577537258846,0.0,0.0,11957.475012540817,,,,,,,,,,,,,,,,,,,,,29.05080335286673,23.284211914184116,69.18102003045728,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,45.0,0.0,0.0,222.0,4.0,50.0,44941.0,0.0,73.23852591104824,0.0,0.0,11962.707107782364,,,,,,,,,,,,,,,,,,,,,34.31134976444711,22.07480365257805,71.66621919499664,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,45.0,0.0,0.0,243.0,5.0,21.0,44962.0,0.0,27.11252060763929,0.0,0.0,11964.998705148697,,,,,,,,,,,,,,,,,,,,,11.736170221597748,10.229112092053994,26.919873860833544,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,45.0,0.0,0.0,299.0,6.0,56.0,45018.0,0.0,92.3346117545259,0.0,0.0,11970.69604253769,,,,,,,,,,,,,,,,,,,,,42.83263995328163,30.077385945396784,90.11612605312229,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,45.0,0.0,0.0,469.0,7.0,170.0,45188.0,0.0,295.2643477030578,0.0,0.0,11987.695984363556,,,,,,,,,,,,,,,,,,,,,135.5302344486521,76.76222112331827,272.7694740253639,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,45.0,0.0,0.0,585.0,8.0,116.0,45304.0,0.0,212.5601201105991,0.0,0.0,11999.320330619812,,,,,,,,,,,,,,,,,,,,,100.83251909766805,60.97417230142079,201.26587838616348,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,45.0,0.0,0.0,860.0,9.0,275.0,45579.0,0.0,437.48488285683544,0.0,0.0,12026.115259170532,,,,,,,,,,,,,,,,,,,,,181.2991612258294,114.83865604014487,388.40403318206495,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,45.0,0.0,0.0,948.0,10.0,88.0,45667.0,0.0,157.32623653745526,0.0,0.0,12034.93053150177,,,,,,,,,,,,,,,,,,,,,75.35407282479967,41.391613652671616,150.99692097389962,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,45.0,0.0,0.0,1106.0,11.0,158.0,45825.0,0.0,263.12622889027205,0.0,0.0,12050.58222770691,,,,,,,,,,,,,,,,,,,,,129.05516906409696,72.61650005574994,243.2217123811948,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,45.0,0.0,0.0,1171.0,12.0,65.0,45890.0,0.0,119.10877564364853,0.0,0.0,12057.10644865036,,,,,,,,,,,,,,,,,,,,,55.710362641889226,34.3806883531632,115.71892420140436,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,45.0,0.0,0.0,1319.0,13.0,148.0,46038.0,0.0,235.00997206986912,0.0,0.0,12071.981623888016,,,,,,,,,,,,,,,,,,,,,107.67089476611753,70.10113694891255,219.51348710520693,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,45.0,0.0,0.0,1399.0,14.0,80.0,46118.0,0.0,141.81373231286454,0.0,0.0,12080.208817005157,,,,,,,,,,,,,,,,,,,,,74.55113223537285,43.983646093989265,136.12174911050664,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,45.0,0.0,0.0,1511.0,15.0,112.0,46230.0,0.0,161.5776497736494,0.0,0.0,12091.32015633583,,,,,,,,,,,,,,,,,,,,,75.0865023519543,52.767008725436824,153.47475755057394,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,45.0,0.0,0.0,1623.0,16.0,112.0,46342.0,0.0,210.34557326298506,0.0,0.0,12102.649328947067,,,,,,,,,,,,,,,,,,,,,96.72388465609072,58.80708663891603,200.11123374815716,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,45.0,0.0,0.0,1716.0,17.0,93.0,46435.0,0.0,128.49129515153052,0.0,0.0,12111.723015069962,,,,,,,,,,,,,,,,,,,,,60.74786850371321,38.953634875719025,123.08779588465849,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,45.0,0.0,0.0,1784.0,18.0,68.0,46503.0,0.0,84.76122730209438,0.0,0.0,12118.646067142487,,,,,,,,,,,,,,,,,,,,,38.91490815989206,22.657670093684395,82.36085109932732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,45.0,0.0,0.0,1853.0,19.0,69.0,46572.0,0.0,101.05914530665845,0.0,0.0,12126.04557132721,,,,,,,,,,,,,,,,,,,,,42.50822776950033,31.101246895623326,98.32262451697224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,45.0,0.0,0.0,1964.0,20.0,111.0,46683.0,0.0,151.07517630521704,0.0,0.0,12136.734181165695,,,,,,,,,,,,,,,,,,,,,79.09346075183986,41.69499834862479,142.58082122338823,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,46.0,0.0,0.0,88.0,1.0,88.0,46771.0,0.0,147.39406166729324,0.0,0.0,12464.199031114578,,,,,,,,,,,,,,,,,,,,,73.94920501668089,46.23837085817864,141.1687279129232,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,46.0,0.0,0.0,167.0,2.0,79.0,46850.0,0.0,154.4965872270673,0.0,0.0,12472.30239701271,,,,,,,,,,,,,,,,,,,,,71.8660662630245,41.63138851939647,149.11725338179852,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,46.0,0.0,0.0,198.0,3.0,31.0,46881.0,0.0,45.97421100277742,0.0,0.0,12475.663449764252,,,,,,,,,,,,,,,,,,,,,21.51846768855381,14.636611270655607,45.397888884312025,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,46.0,0.0,0.0,236.0,4.0,38.0,46919.0,0.0,32.196131358190335,0.0,0.0,12479.544852733612,,,,,,,,,,,,,,,,,,,,,13.602774116369604,10.52767694051655,31.742679558205165,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,46.0,0.0,0.0,284.0,5.0,48.0,46967.0,0.0,65.12592561370151,0.0,0.0,12485.198391914368,,,,,,,,,,,,,,,,,,,,,26.41727721619685,19.335428216018794,63.985803929378854,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,46.0,0.0,0.0,324.0,6.0,40.0,47007.0,0.0,56.361418997219076,0.0,0.0,12489.431290864944,,,,,,,,,,,,,,,,,,,,,23.610980008964567,19.128111863508515,55.527980229338965,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,46.0,0.0,0.0,457.0,7.0,133.0,47140.0,0.0,211.16674181191806,0.0,0.0,12502.907550811768,,,,,,,,,,,,,,,,,,,,,84.11572911958714,61.03487440922093,200.37990927765884,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,46.0,0.0,0.0,563.0,8.0,106.0,47246.0,0.0,170.75869522484422,0.0,0.0,12513.607700824738,,,,,,,,,,,,,,,,,,,,,80.91829055531845,47.51309364380317,162.5062063324389,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,46.0,0.0,0.0,653.0,9.0,90.0,47336.0,0.0,150.85808759318246,0.0,0.0,12522.896960496902,,,,,,,,,,,,,,,,,,,,,69.71189333640852,41.74808811187403,144.87361955840288,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,46.0,0.0,0.0,690.0,10.0,37.0,47373.0,0.0,56.47729152886222,0.0,0.0,12526.88820362091,,,,,,,,,,,,,,,,,,,,,21.709834019697965,19.44783764448695,55.78554297053151,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,46.0,0.0,0.0,760.0,11.0,70.0,47443.0,0.0,123.01694005148096,0.0,0.0,12534.004079818726,,,,,,,,,,,,,,,,,,,,,62.317422280191785,38.06100466312137,118.89238637222556,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,46.0,0.0,0.0,826.0,12.0,66.0,47509.0,0.0,79.0454718194616,0.0,0.0,12540.541239500046,,,,,,,,,,,,,,,,,,,,,40.83176182698478,26.233259246279225,76.50350604746946,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,46.0,0.0,0.0,955.0,13.0,129.0,47638.0,0.0,243.02614590416263,0.0,0.0,12553.790929079056,,,,,,,,,,,,,,,,,,,,,109.70539542495156,73.88817854606089,229.33258573322445,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,46.0,0.0,0.0,1032.0,14.0,77.0,47715.0,0.0,110.86909097613108,0.0,0.0,12561.465193033218,,,,,,,,,,,,,,,,,,,,,42.10355094735687,34.46852313567574,107.84269510069072,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,46.0,0.0,0.0,1180.0,15.0,148.0,47863.0,0.0,242.2748180891929,0.0,0.0,12576.10020518303,,,,,,,,,,,,,,,,,,,,,116.1540196316389,71.70016880641263,225.53486738361013,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,46.0,0.0,0.0,1259.0,16.0,79.0,47942.0,0.0,126.1408399839816,0.0,0.0,12583.852907896042,,,,,,,,,,,,,,,,,,,,,56.07636734314023,40.547733027099085,122.07566986754215,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
