episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
1220,1.0,-1.898446924957141,-5.964829362083938,-8.791700896493474,-10.0,2.6666666666666665,1,0.0,False,True,0.2915520577061451,0,48.06927451701628,7704.828,prepare,0.0
1220,2.0,-1.8985031777185684,-5.964648753798871,-8.755589595636245,3.333333333333332,1.3333333333333333,12,0.001,False,True,0.2913790922323184,0,48.06927451701628,7704.91,in_progress,0.0
1220,3.0,-1.8935866405078228,-5.966614180595645,-9.133861427779737,3.333333333333332,1.3333333333333333,12,0.001,False,True,0.30211110001144403,0,48.06927451701628,7704.979,in_progress,0.0
1220,4.0,-1.8745011152601263,-5.969408444571835,-9.078690535336161,10.0,2.6666666666666665,19,0.001,False,True,0.3422373787943785,1,48.06927451701628,7705.046,in_progress,0.0
1220,5.0,-1.839764316547633,-5.970385706961288,-7.948554822466705,3.333333333333332,1.3333333333333333,12,0.001,False,True,0.4139659135556097,1,48.06927451701628,7705.116,in_progress,0.0
1220,6.0,-1.788758492200388,-5.9718556068361055,-6.561035234368429,10.0,2.6666666666666665,19,0.001,False,True,0.5192996881315322,1,48.06927451701628,7705.141,in_progress,0.0
1220,7.0,-1.7228076052211383,-5.972394740668463,-5.036586500951794,-10.0,4.0,2,3.9297280825777627,False,True,0.6549134974595028,1,48.06927451701628,7705.24,in_progress,0.0
1220,8.0,-1.644452138184706,-5.977253583441324,-4.603261713324257,-10.0,1.3333333333333333,0,0.001,False,True,0.8174956597783997,1,48.06927451701628,7705.306,in_progress,0.0
1220,9.0,-1.5414046953916831,-6.007792901336265,-9.294522880207339,-6.666666666666668,4.0,5,3.941975044364443,False,True,1.0391630530993192,2,48.06927451701628,7705.383,in_progress,0.0
1220,10.0,-1.467534633648956,-6.035145601748619,-12.630541025390068,10.0,2.6666666666666665,19,0.001,False,True,1.199841627961953,2,48.06927451701628,7705.445,in_progress,0.0
1220,11.0,-1.3746346667348273,-6.060357538476953,-13.523154324417726,3.333333333333332,2.6666666666666665,13,0.001,False,True,1.3990470472096903,2,48.06927451701628,7705.505,in_progress,0.0
1220,12.0,-1.2453291709599892,-6.080150972167666,-11.32708858949204,-3.333333333333335,4.0,8,3.1362567915054136,False,True,1.6711664207168409,3,48.06927451701628,7705.573,in_progress,0.0
1220,13.0,-1.123777026245798,-6.095652777569421,-9.629792026008747,3.333333333333332,1.3333333333333333,12,0.001,False,True,1.9259999663806113,3,48.06927451701628,7705.637,in_progress,0.0
1220,14.0,-0.9915167193484106,-6.109823585826734,-7.851816443784271,0.0,1.3333333333333333,9,0.001,False,True,2.202237475820272,4,48.06927451701628,7705.705,in_progress,0.0
1220,15.0,-0.8691205661943164,-6.12287957273074,-7.0692623159797625,3.333333333333332,1.3333333333333333,12,0.001,False,True,2.4578529218388234,4,48.06927451701628,7705.775,in_progress,0.0
1220,16.0,-0.7611089876784254,-6.131166874820652,-5.954197127604659,10.0,1.3333333333333333,18,0.001,False,True,2.682274051477777,4,48.06927451701628,7705.851,in_progress,0.0
1220,17.0,-0.6524013171505785,-6.131607613783488,-3.5429172088305547,-6.666666666666668,2.6666666666666665,4,3.6800862412744895,False,True,2.9054292452017427,5,48.06927451701628,7705.916,in_progress,0.0
1220,18.0,-0.5328891180970875,-6.137811621615798,-3.432905593985076,-3.333333333333335,1.3333333333333333,6,0.001,False,True,3.1525911399026283,5,48.06927451701628,7705.976,in_progress,0.0
1220,19.0,-0.4262825803578876,-6.157436554115099,-6.216454134825742,-10.0,2.6666666666666665,1,3.6634658473074264,False,True,3.378073666607679,5,48.06927451701628,7706.046,in_progress,0.0
1220,20.0,-0.3075782753190592,-6.190903706016256,-10.560506022765413,-10.0,1.3333333333333333,0,0.001,False,True,3.6331951351092058,6,48.06927451701628,7706.123,in_progress,0.0
1220,21.0,-0.19130411134587524,-6.240833182520658,-16.670846363250583,3.333333333333332,4.0,14,1.9835803039600206,False,True,3.889013560500529,6,48.06927451701628,7706.178,in_progress,0.0
1220,22.0,-0.0896462083746685,-6.285380071169459,-19.461760349469778,0.0,2.6666666666666665,10,3.928633529391896,False,True,4.113375269605523,7,48.06927451701628,7706.247,in_progress,0.0
1220,23.0,0.03553886149323164,-6.338330961031775,-21.27639042053001,3.333333333333332,4.0,14,1.8900353811507493,False,True,4.388973630628634,7,48.06927451701628,7706.312,in_progress,0.0
1220,24.0,0.17366558378575594,-6.399451658232361,-22.642668127437226,6.666666666666668,2.6666666666666665,16,3.7732135138386402,False,True,4.697293812243709,7,48.06927451701628,7706.38,in_progress,0.0
1220,25.0,0.32095240520860746,-6.457240844442807,-22.02599141679803,-3.333333333333335,1.3333333333333333,6,0.001,False,True,5.021045951460641,8,48.06927451701628,7706.432,in_progress,0.0
1220,26.0,0.46168657357891185,-6.519633747313457,-22.499152973052595,0.0,2.6666666666666665,10,3.4545073418284025,False,True,5.34048357341644,8,48.06927451701628,7706.506,in_progress,0.0
1220,27.0,0.600769393236873,-6.588589896968444,-24.560241361511856,0.0,1.3333333333333333,9,0.001,False,True,5.653870964471721,9,48.06927451701628,7706.58,in_progress,0.0
1220,28.0,0.7399527174547696,-6.663896208983965,-26.61093142880611,10.0,1.3333333333333333,18,0.001,False,True,5.979986714125147,10,48.06927451701628,7706.641,in_progress,0.0
1220,29.0,0.8550000558530677,-6.724669696575591,-27.217102418864574,10.0,1.3333333333333333,18,1.287191808041047,False,True,6.24232456126744,10,48.06927451701628,7706.707,in_progress,0.0
1220,30.0,0.9755095288179619,-6.773094637954914,-24.698552366252414,10.0,1.3333333333333333,18,1.197235657680461,False,True,6.51873417556676,10,48.06927451701628,7706.774,in_progress,0.0
1220,31.0,1.0871225104025386,-6.806988601983446,-21.33339712565671,10.0,1.3333333333333333,18,1.1844724650603828,False,True,6.761184855603814,11,48.06927451701628,7706.85,in_progress,0.0
1220,32.0,1.1935132513978481,-6.831297134716622,-17.90445306514802,10.0,1.3333333333333333,18,1.1341888510948308,False,True,6.966309261190595,11,48.06927451701628,7706.911,in_progress,0.0
1220,33.0,1.2909828367466853,-6.843318020952624,-13.942676296329909,10.0,4.0,20,1.0306923784273412,False,True,7.169748152127668,11,48.06927451701628,7706.974,in_progress,0.0
1220,34.0,1.4020628979855583,-6.853993027198608,-10.530602837333584,6.666666666666668,1.3333333333333333,15,1.1325098307464043,False,True,7.4002535394636,12,48.06927451701628,7707.046,in_progress,0.0
1220,35.0,1.5031496346944861,-6.859135864868409,-7.610573218649252,6.666666666666668,4.0,17,1.001,False,True,7.549076904920378,12,48.06927451701628,7707.1,in_progress,0.0
1220,36.0,1.626918249203792,-6.864307551146676,-5.390703932511689,6.666666666666668,1.3333333333333333,15,1.1325098307464043,False,True,7.786833271199958,12,48.06927451701628,7707.166,in_progress,0.0
1220,37.0,1.73843796992431,-6.859935663280431,-2.3300651042433516,10.0,4.0,20,1.001,False,True,8.017980886984457,13,48.06927451701628,7707.245,in_progress,0.0
1220,38.0,1.851666830366901,-6.85015451898589,0.7091750072836499,10.0,2.6666666666666665,19,2.1356445092073866,False,True,8.197342393779005,13,48.06927451701628,7707.308,in_progress,0.0
1220,39.0,1.991517303176074,-6.824618473477329,5.496848220364419,6.666666666666668,1.3333333333333333,15,1.1812176365425717,False,True,8.49127214984981,13,48.06927451701628,7707.344,in_progress,0.0
1220,40.0,2.117805458413752,-6.793699665755432,9.597598953904257,-6.666666666666668,4.0,5,1.001,False,True,8.757836644144536,14,48.06927451701628,7707.449,in_progress,0.0
1220,41.0,2.242453059308298,-6.763412415882405,11.427378578852775,6.666666666666668,2.6666666666666665,16,2.095370672674174,False,True,8.983424600843502,14,48.06927451701628,7707.506,in_progress,0.0
1220,42.0,2.3875514165786793,-6.72204938076669,13.755466782425708,-3.333333333333335,4.0,8,1.001,False,True,9.295912744670058,15,48.06927451701628,7707.577,in_progress,0.0
1220,43.0,2.5402945148276337,-6.675866614751603,15.295217671548075,6.666666666666668,1.3333333333333333,15,1.2114861573076132,False,True,9.589284084610322,15,48.06927451701628,7707.644,in_progress,0.0
1220,44.0,2.702415724910825,-6.626095318245438,15.6925220948968,6.666666666666668,2.6666666666666665,16,2.0917011768005955,False,True,9.94205198667088,16,48.06927451701628,7707.716,in_progress,0.0
1220,45.0,2.8564558901704844,-6.563432260621297,19.241332533695598,10.0,4.0,20,1.001,False,True,10.249070295811094,16,48.06927451701628,7707.772,in_progress,0.0
1220,46.0,3.0083021582910807,-6.492828905786241,22.554485912460706,10.0,1.3333333333333333,18,1.2114861573076132,False,True,10.597427511741264,17,48.06927451701628,7707.84,in_progress,0.0
1220,47.0,3.1599996890985382,-6.402316942429053,28.421367242265955,-3.333333333333335,2.6666666666666665,7,2.0917011768005955,False,True,10.924366083116746,17,48.06927451701628,7707.915,in_progress,0.0
1220,48.0,3.2907616110598417,-6.321249655940226,30.243108986912098,10.0,4.0,20,1.001,False,True,11.24434329963382,18,48.06927451701628,7707.979,in_progress,0.0
1220,49.0,3.4419158621389356,-6.222852999709016,32.10057572500937,10.0,4.0,20,1.001,False,True,11.581626209563648,18,48.06927451701628,7708.048,in_progress,0.0
1220,50.0,3.5955478024471863,-6.099924807940141,36.37409178637433,0.0,4.0,11,1.001,False,True,11.970113719852218,19,48.06927451701628,7708.113,in_progress,0.0
1220,51.0,3.7525538622867862,-5.9736038474375475,37.92926453284542,3.333333333333332,2.6666666666666665,13,2.0917011768005955,False,True,12.388150677906193,20,48.06927451701628,7708.18,in_progress,0.0
1220,52.0,3.9137949832235868,-5.840156128237223,39.00631774106831,10.0,1.3333333333333333,18,1.2114861573076132,False,True,12.804453159206286,20,48.06927451701628,7708.239,in_progress,0.0
1220,53.0,4.090642378408259,-5.671128377625048,42.65262674126241,6.666666666666668,4.0,17,1.001,False,True,13.286420453644654,21,48.06927451701628,7708.313,in_progress,0.0
